version,account_id,interface_id,start_time,end_time,srcaddr,dstaddr,srcport,dstport,protocol,packets,bytes,action,log_status
2,123456789012,eni-34936899,2025-01-21T23:11:19,2025-01-21T23:11:29,85.208.164.132,171.23.154.79,25600,53,icmp,99,61165,ACCEPT,OK
2,123456789012,eni-16515578,2025-01-21T23:28:16,2025-01-21T23:28:28,133.215.253.103,86.134.97.71,3326,53,udp,72,60576,ACCEPT,OK
2,123456789012,eni-66845941,2025-01-21T23:23:16,2025-01-21T23:23:41,87.197.238.238,200.254.4.98,62234,5000,icmp,25,77302,REJECT,OK
2,123456789012,eni-69550521,2025-01-21T22:57:44,2025-01-21T22:58:37,140.136.65.20,86.253.62.251,43470,443,icmp,20,77737,ACCEPT,OK
2,123456789012,eni-25680760,2025-01-21T23:29:59,2025-01-21T23:30:44,108.213.253.43,207.100.164.87,3067,80,udp,84,1947,REJECT,OK
2,123456789012,eni-33802147,2025-01-21T23:39:35,2025-01-21T23:40:09,206.63.215.94,222.62.187.198,1356,5000,icmp,78,46034,ACCEPT,OK
2,123456789012,eni-16864217,2025-01-21T23:31:24,2025-01-21T23:31:31,55.68.58.220,22.3.4.104,13526,8080,tcp,57,36203,REJECT,OK
2,123456789012,eni-89615245,2025-01-21T23:21:41,2025-01-21T23:22:02,190.179.26.231,184.168.244.123,19918,80,tcp,25,23869,ACCEPT,OK
2,123456789012,eni-82276373,2025-01-21T22:54:58,2025-01-21T22:55:03,199.246.47.19,227.136.255.22,41967,80,udp,91,388,REJECT,OK
2,123456789012,eni-58373813,2025-01-21T23:32:54,2025-01-21T23:33:16,194.234.179.86,102.12.235.95,25132,5000,udp,40,99559,REJECT,OK
2,123456789012,eni-24520843,2025-01-21T23:35:12,2025-01-21T23:35:51,138.113.148.93,165.136.124.63,1728,443,icmp,57,53572,ACCEPT,OK
2,123456789012,eni-54795519,2025-01-21T23:26:33,2025-01-21T23:27:14,149.175.201.123,249.135.187.182,11015,80,tcp,49,97370,ACCEPT,OK
2,123456789012,eni-19438282,2025-01-21T23:09:54,2025-01-21T23:10:07,20.249.36.219,82.85.200.9,26011,53,tcp,51,33557,ACCEPT,OK
2,123456789012,eni-40143572,2025-01-21T23:31:05,2025-01-21T23:31:22,201.14.159.151,149.42.2.226,61856,80,udp,77,80574,ACCEPT,OK
2,123456789012,eni-12256666,2025-01-21T23:50:15,2025-01-21T23:51:13,31.158.19.164,27.39.199.203,44411,8080,icmp,37,85872,REJECT,OK
2,123456789012,eni-70266786,2025-01-21T23:46:31,2025-01-21T23:46:41,37.112.143.40,88.43.150.187,21876,8080,icmp,43,65614,ACCEPT,OK
2,123456789012,eni-38515035,2025-01-21T23:19:48,2025-01-21T23:20:08,124.253.166.235,251.188.63.15,54584,8080,tcp,60,4872,REJECT,OK
2,123456789012,eni-98995554,2025-01-21T23:35:33,2025-01-21T23:35:55,3.44.201.244,153.204.230.85,1721,53,udp,60,35459,REJECT,OK
2,123456789012,eni-78360257,2025-01-21T23:47:26,2025-01-21T23:47:37,190.173.69.37,82.121.181.32,29613,5000,tcp,43,68506,REJECT,OK
2,123456789012,eni-48028762,2025-01-21T23:46:51,2025-01-21T23:47:24,61.121.174.178,173.67.205.37,46863,22,tcp,97,96044,REJECT,OK
2,123456789012,eni-13563374,2025-01-21T22:56:11,2025-01-21T22:56:57,73.99.228.187,225.230.239.9,54795,8080,icmp,71,53572,ACCEPT,OK
2,123456789012,eni-42574357,2025-01-21T23:43:48,2025-01-21T23:44:41,242.254.238.140,254.182.233.75,19721,5000,udp,25,58046,REJECT,OK
2,123456789012,eni-49537909,2025-01-21T23:50:52,2025-01-21T23:51:23,158.78.96.49,207.84.47.38,6712,80,tcp,88,62725,ACCEPT,OK
2,123456789012,eni-27028361,2025-01-21T23:32:33,2025-01-21T23:33:27,168.2.86.6,189.224.83.206,43915,80,tcp,100,96449,REJECT,OK
2,123456789012,eni-62024299,2025-01-21T23:13:25,2025-01-21T23:13:59,243.126.210.158,16.220.114.7,13545,5000,icmp,78,64102,ACCEPT,OK
