version,account_id,interface_id,start_time,end_time,srcaddr,dstaddr,srcport,dstport,protocol,packets,bytes,action,log_status
2,123456789012,eni-53659928,2025-01-21T22:41:10,2025-01-21T22:41:23,164.76.219.143,57.9.162.147,42824,53,6,44,1581,REJECT,OK
2,123456789012,eni-91385389,2025-01-21T22:52:47,2025-01-21T22:53:43,99.68.120.170,126.158.35.74,8345,8080,6,1,5133,REJECT,OK
2,123456789012,eni-75113089,2025-01-21T22:36:43,2025-01-21T22:37:19,133.86.246.102,85.40.39.59,31318,80,1,70,63677,REJECT,OK
2,123456789012,eni-32213081,2025-01-21T22:34:18,2025-01-21T22:35:15,125.74.40.207,167.64.95.105,43217,22,6,55,77305,ACCEPT,OK
2,123456789012,eni-64230158,2025-01-21T22:35:03,2025-01-21T22:35:07,173.28.160.194,146.154.27.217,29897,53,17,6,92413,ACCEPT,OK
2,123456789012,eni-90032908,2025-01-21T22:27:44,2025-01-21T22:27:46,202.163.224.16,230.204.207.1,2816,5000,17,28,72321,REJECT,OK
2,123456789012,eni-55926390,2025-01-21T22:13:51,2025-01-21T22:14:48,106.66.118.67,164.104.233.253,18679,22,17,99,12556,REJECT,OK
2,123456789012,eni-64260203,2025-01-21T22:33:04,2025-01-21T22:33:23,66.20.36.193,75.201.66.42,4001,5000,6,63,55064,ACCEPT,OK
2,123456789012,eni-74522905,2025-01-21T22:40:27,2025-01-21T22:41:06,194.162.228.32,73.32.34.43,29554,443,1,3,42591,REJECT,OK
2,123456789012,eni-17124427,2025-01-21T22:36:00,2025-01-21T22:36:49,102.14.1.213,121.25.184.230,65136,53,17,24,31515,REJECT,OK
2,123456789012,eni-87126601,2025-01-21T22:50:55,2025-01-21T22:51:43,80.208.107.43,142.153.67.145,3641,22,6,89,51653,REJECT,OK
2,123456789012,eni-13127432,2025-01-21T22:17:35,2025-01-21T22:17:36,104.139.119.114,72.248.88.166,58709,443,17,74,12351,ACCEPT,OK
2,123456789012,eni-65870464,2025-01-21T22:17:31,2025-01-21T22:18:26,127.199.241.202,72.240.96.88,49784,8080,6,24,24995,ACCEPT,OK
2,123456789012,eni-45066434,2025-01-21T22:54:51,2025-01-21T22:55:11,23.31.209.66,105.112.189.240,43984,5000,6,10,12082,REJECT,OK
2,123456789012,eni-27424600,2025-01-21T22:02:07,2025-01-21T22:02:31,218.1.67.222,110.204.121.115,44184,8080,17,25,65230,ACCEPT,OK
2,123456789012,eni-96005655,2025-01-21T22:36:21,2025-01-21T22:36:36,241.223.246.29,245.186.166.5,49336,443,17,60,59686,REJECT,OK
2,123456789012,eni-17655601,2025-01-21T22:02:48,2025-01-21T22:02:58,73.12.110.38,235.135.190.156,33264,53,17,58,77149,ACCEPT,OK
2,123456789012,eni-78997156,2025-01-21T22:46:23,2025-01-21T22:46:53,233.55.78.235,229.103.207.168,47678,22,6,35,3045,ACCEPT,OK
2,123456789012,eni-52319610,2025-01-21T22:24:16,2025-01-21T22:24:37,163.179.71.96,212.215.4.151,31597,22,17,1,4019,REJECT,OK
2,123456789012,eni-99469435,2025-01-21T22:42:43,2025-01-21T22:43:02,231.144.147.132,16.162.186.145,10046,53,17,73,82694,ACCEPT,OK
2,123456789012,eni-73089733,2025-01-21T22:42:36,2025-01-21T22:42:41,173.168.122.217,222.63.81.32,53358,5000,17,96,28219,ACCEPT,OK
